V1 V2
144656 PTGDS UGT1A10
144657 PTGDS UGT1A3
144658 PTGDS UGT1A4
144659 PTGDS UGT1A5
144660 PTGDS UGT1A6
144661 PTGDS UGT1A7
144662 PTGDS UGT1A8
144663 PTGDS UGT1A9
144664 PTGDS UGT2B17
144665 PTGDS UGT2B4
144666 PTGDS UGT8
144667 PTGDS UPB1
144668 PTGDS UPP1
144669 PTGDS WBSCR17
144670 PTGDS XDH
144671 PTGES PTGIS
144672 PTGS1 PTGES
144673 PTGS2 PTGES
144674 PTGES PYCR1
144675 PYGM PTGES
144676 PTGES QPRT
144677 PTGES RGN
144678 RRM2 PTGES
144679 PTGES SARDH
144680 PTGES SDS
144681 PTGES SDSL
144682 SGMS2 PTGES
144683 SMPD3 PTGES
144684 SPHK1 PTGES
144685 SQLE PTGES
144686 ST3GAL6 PTGES
144687 ST6GAL1 PTGES
144688 ST6GAL2 PTGES
144689 ST6GALNAC1 PTGES
144690 ST6GALNAC3 PTGES
144691 ST8SIA1 PTGES
144692 PTGES ST8SIA5
144693 PTGES TAT
144694 TBXAS1 PTGES
144695 PTGES TDO2
144696 PTGES TK1
144697 PTGES TKTL1
144698 TPH1 PTGES
144699 TPO PTGES
144700 PTGES TST
144701 TYMP PTGES
144702 PTGES TYMS
144703 TYRP1 PTGES
144704 PTGES UAP1
144705 UGCG PTGES
144706 PTGES UGT1A1
144707 PTGES UGT1A10
144708 PTGES UGT1A3
144709 PTGES UGT1A4
144710 PTGES UGT1A5
144711 PTGES UGT1A6
144712 PTGES UGT1A7
144713 PTGES UGT1A8
144714 PTGES UGT1A9
144715 PTGES UGT2B17
144716 PTGES UGT2B4
144717 PTGES UGT8
144718 PTGES UPB1
144719 PTGES UPP1
144720 PTGES WBSCR17
144721 PTGES XDH
144722 PTGS1 PTGIS
144723 PTGS2 PTGIS
144724 PTGIS PYCR1
144725 PYGM PTGIS
144726 PTGIS QPRT
144727 PTGIS RGN
144728 RRM2 PTGIS
144729 PTGIS SARDH
144730 PTGIS SDS
144731 PTGIS SDSL
144732 SGMS2 PTGIS
144733 SMPD3 PTGIS
144734 SPHK1 PTGIS
144735 SQLE PTGIS
144736 ST3GAL6 PTGIS
144737 ST6GAL1 PTGIS
144738 ST6GAL2 PTGIS
144739 ST6GALNAC1 PTGIS
144740 ST6GALNAC3 PTGIS
144741 ST8SIA1 PTGIS
144742 PTGIS ST8SIA5
144743 PTGIS TAT
144744 TBXAS1 PTGIS
144745 PTGIS TDO2
144746 PTGIS TK1
144747 PTGIS TKTL1
144748 TPH1 PTGIS
144749 TPO PTGIS
144750 PTGIS TST
144751 TYMP PTGIS
144752 PTGIS TYMS
144753 TYRP1 PTGIS
144754 PTGIS UAP1
144755 UGCG PTGIS
144756 PTGIS UGT1A1
144757 PTGIS UGT1A10
144758 PTGIS UGT1A3
144759 PTGIS UGT1A4
144760 PTGIS UGT1A5
144761 PTGIS UGT1A6
144762 PTGIS UGT1A7
144763 PTGIS UGT1A8
144764 PTGIS UGT1A9
144765 PTGIS UGT2B17
144766 PTGIS UGT2B4
144767 PTGIS UGT8
144768 PTGIS UPB1
144769 PTGIS UPP1
144770 PTGIS WBSCR17
144771 PTGIS XDH
144772 PTGS1 PYCR1
144773 PTGS1 PYGM
144774 PTGS1 QPRT
144775 PTGS1 RGN
144776 PTGS1 RRM2
144777 PTGS1 SARDH
144778 PTGS1 SDS
144779 PTGS1 SDSL
144780 SGMS2 PTGS1
144781 SMPD3 PTGS1
144782 SPHK1 PTGS1
144783 SQLE PTGS1
144784 ST3GAL6 PTGS1
144785 ST6GAL1 PTGS1
144786 ST6GAL2 PTGS1
144787 ST6GALNAC1 PTGS1
144788 ST6GALNAC3 PTGS1
144789 ST8SIA1 PTGS1
144790 PTGS1 ST8SIA5
144791 PTGS1 TAT
144792 PTGS1 TDO2
144793 PTGS1 TK1
144794 PTGS1 TKTL1
144795 TPO PTGS1
144796 PTGS1 TST
144797 PTGS1 TYMP
144798 PTGS1 TYMS
144799 PTGS1 TYRP1
144800 PTGS1 UAP1
144801 UGCG PTGS1
144802 PTGS1 UGT1A1
144803 PTGS1 UGT1A10
144804 PTGS1 UGT1A3
144805 PTGS1 UGT1A4
144806 PTGS1 UGT1A5
144807 PTGS1 UGT1A6
144808 PTGS1 UGT1A7
144809 PTGS1 UGT1A8
144810 PTGS1 UGT1A9
144811 PTGS1 UGT2B17
144812 PTGS1 UGT2B4
144813 PTGS1 UGT8
144814 PTGS1 UPB1
144815 PTGS1 UPP1
144816 PTGS1 WBSCR17
144817 PTGS1 XDH
144818 PTGS2 PYCR1
144819 PTGS2 PYGM
144820 PTGS2 QPRT
144821 PTGS2 RGN
144822 PTGS2 RRM2
144823 PTGS2 SARDH
144824 PTGS2 SDS
144825 PTGS2 SDSL
144826 SGMS2 PTGS2
144827 SMPD3 PTGS2
144828 SQLE PTGS2
144829 ST3GAL6 PTGS2
144830 ST6GAL1 PTGS2
144831 ST6GAL2 PTGS2
144832 ST6GALNAC1 PTGS2
144833 ST6GALNAC3 PTGS2
144834 ST8SIA1 PTGS2
144835 PTGS2 ST8SIA5
144836 PTGS2 TAT
144837 PTGS2 TBXAS1
144838 PTGS2 TDO2
144839 PTGS2 TK1
144840 PTGS2 TKTL1
144841 PTGS2 TPO
144842 PTGS2 TST
144843 PTGS2 TYMP
144844 PTGS2 TYMS
144845 PTGS2 TYRP1
144846 PTGS2 UAP1
144847 UGCG PTGS2
144848 PTGS2 UGT1A1
144849 PTGS2 UGT1A10
144850 PTGS2 UGT1A3
144851 PTGS2 UGT1A4
144852 PTGS2 UGT1A5
144853 PTGS2 UGT1A6
144854 PTGS2 UGT1A7
144855 PTGS2 UGT1A8
144856 PTGS2 UGT1A9
144857 PTGS2 UGT2B17
144858 PTGS2 UGT2B4
144859 PTGS2 UGT8
144860 PTGS2 UPB1
144861 PTGS2 UPP1
144862 PTGS2 WBSCR17
144863 PTGS2 XDH
144864 PYGM PYCR1
144865 PYCR1 QPRT
144866 PYCR1 RGN
144867 RRM2 PYCR1
144868 PYCR1 SARDH
144869 PYCR1 SDS
144870 PYCR1 SDSL
144871 SGMS2 PYCR1
144872 SMPD3 PYCR1
144873 SPHK1 PYCR1
144874 SQLE PYCR1
144875 ST3GAL6 PYCR1
144876 ST6GAL1 PYCR1
144877 ST6GAL2 PYCR1
144878 ST6GALNAC1 PYCR1
144879 ST6GALNAC3 PYCR1
144880 ST8SIA1 PYCR1
144881 PYCR1 ST8SIA5
144882 PYCR1 TAT
144883 TBXAS1 PYCR1
144884 PYCR1 TDO2
144885 PYCR1 TK1
144886 PYCR1 TKTL1
144887 TPH1 PYCR1
144888 TPO PYCR1
144889 PYCR1 TST
144890 TYMP PYCR1
144891 PYCR1 TYMS
144892 TYRP1 PYCR1
144893 PYCR1 UAP1
144894 UGCG PYCR1
144895 PYCR1 UGT1A1
144896 PYCR1 UGT1A10
144897 PYCR1 UGT1A3
144898 PYCR1 UGT1A4
144899 PYCR1 UGT1A5
144900 PYCR1 UGT1A6
144901 PYCR1 UGT1A7
144902 PYCR1 UGT1A8
144903 PYCR1 UGT1A9
144904 PYCR1 UGT2B17
144905 PYCR1 UGT2B4
144906 PYCR1 UGT8
144907 PYCR1 UPB1
144908 PYCR1 UPP1
144909 PYCR1 WBSCR17
144910 PYCR1 XDH
144911 PYGM QPRT
144912 PYGM RGN
144913 PYGM RRM2
144914 PYGM SARDH
144915 PYGM SDS
144916 PYGM SDSL
144917 SGMS2 PYGM
144918 SMPD3 PYGM
144919 SPHK1 PYGM
144920 SQLE PYGM
144921 ST3GAL6 PYGM
144922 ST6GAL1 PYGM
144923 ST6GAL2 PYGM
144924 ST6GALNAC1 PYGM
144925 ST6GALNAC3 PYGM
144926 ST8SIA1 PYGM
144927 PYGM ST8SIA5
144928 PYGM TAT
144929 TBXAS1 PYGM
144930 PYGM TDO2
144931 PYGM TK1
144932 PYGM TKTL1
144933 TPH1 PYGM
144934 TPO PYGM
144935 PYGM TST
144936 PYGM TYMP
144937 PYGM TYMS
144938 PYGM TYRP1
144939 PYGM UAP1
144940 UGCG PYGM
144941 PYGM UGT1A1
144942 PYGM UGT1A10
144943 PYGM UGT1A3
144944 PYGM UGT1A4
144945 PYGM UGT1A5
144946 PYGM UGT1A6
144947 PYGM UGT1A7
144948 PYGM UGT1A8
144949 PYGM UGT1A9
144950 PYGM UGT2B17
144951 PYGM UGT2B4
144952 PYGM UGT8
144953 PYGM UPB1
144954 PYGM UPP1
144955 PYGM WBSCR17
144956 PYGM XDH
144957 QPRT RGN
144958 RRM2 QPRT
144959 QPRT SARDH
144960 QPRT SDS
144961 QPRT SDSL
144962 SGMS2 QPRT
144963 SMPD3 QPRT
144964 SPHK1 QPRT
144965 SQLE QPRT
144966 ST3GAL6 QPRT
144967 ST6GAL1 QPRT
144968 ST6GAL2 QPRT
144969 ST6GALNAC1 QPRT
144970 ST6GALNAC3 QPRT
144971 ST8SIA1 QPRT
144972 QPRT ST8SIA5
144973 QPRT TAT
144974 TBXAS1 QPRT
144975 QPRT TDO2
144976 QPRT TK1
144977 QPRT TKTL1
144978 TPH1 QPRT
144979 TPO QPRT
144980 QPRT TST
144981 TYMP QPRT
144982 QPRT TYMS
144983 TYRP1 QPRT
144984 QPRT UAP1
144985 UGCG QPRT
144986 QPRT UGT1A1
144987 QPRT UGT1A10
144988 QPRT UGT1A3
144989 QPRT UGT1A4
144990 QPRT UGT1A5
144991 QPRT UGT1A6
144992 QPRT UGT1A7
144993 QPRT UGT1A8
144994 QPRT UGT1A9
144995 QPRT UGT2B17
144996 QPRT UGT2B4
144997 QPRT UGT8
144998 QPRT UPB1
144999 QPRT UPP1
145000 QPRT WBSCR17
145001 QPRT XDH
145002 RRM2 RGN
145003 RGN SARDH
145004 RGN SDS
145005 RGN SDSL
145006 SGMS2 RGN
145007 SMPD3 RGN
145008 SPHK1 RGN
145009 SQLE RGN
145010 ST3GAL6 RGN
145011 ST6GAL1 RGN
145012 ST6GAL2 RGN
145013 ST6GALNAC1 RGN
145014 ST6GALNAC3 RGN
145015 ST8SIA1 RGN
145016 RGN ST8SIA5
145017 RGN TAT
145018 TBXAS1 RGN
145019 RGN TDO2
145020 RGN TK1
145021 RGN TKTL1
145022 TPH1 RGN
145023 TPO RGN
145024 RGN TST
145025 TYMP RGN
145026 RGN TYMS
145027 TYRP1 RGN
145028 RGN UAP1
145029 UGCG RGN
145030 RGN UGT1A1
145031 RGN UGT1A10
145032 RGN UGT1A3
145033 RGN UGT1A4
145034 RGN UGT1A5
145035 RGN UGT1A6
145036 RGN UGT1A7
145037 RGN UGT1A8
145038 RGN UGT1A9
145039 RGN UGT2B17
145040 RGN UGT2B4
145041 RGN UGT8
145042 RGN UPB1
145043 RGN UPP1
145044 RGN WBSCR17
145045 RGN XDH
145046 RRM2 SARDH
145047 RRM2 SDS
145048 RRM2 SDSL
145049 SGMS2 RRM2
145050 SMPD3 RRM2
145051 SPHK1 RRM2
145052 SQLE RRM2
145053 ST3GAL6 RRM2
145054 ST6GAL1 RRM2
145055 ST6GAL2 RRM2
145056 ST6GALNAC1 RRM2
145057 ST6GALNAC3 RRM2
145058 ST8SIA1 RRM2
145059 RRM2 ST8SIA5
145060 RRM2 TAT
145061 TBXAS1 RRM2
145062 RRM2 TDO2
145063 RRM2 TK1
145064 RRM2 TKTL1
145065 TPH1 RRM2
145066 TPO RRM2
145067 RRM2 TST
145068 TYMP RRM2
145069 RRM2 TYMS
145070 TYRP1 RRM2
145071 RRM2 UAP1
145072 UGCG RRM2
145073 RRM2 UGT1A1
145074 RRM2 UGT1A10
145075 RRM2 UGT1A3
145076 RRM2 UGT1A4
145077 RRM2 UGT1A5
145078 RRM2 UGT1A6
145079 RRM2 UGT1A7
145080 RRM2 UGT1A8
145081 RRM2 UGT1A9
145082 RRM2 UGT2B17
145083 RRM2 UGT2B4
145084 RRM2 UGT8
145085 RRM2 UPB1
145086 RRM2 UPP1
145087 RRM2 WBSCR17
145088 RRM2 XDH
145089 SARDH SDS
145090 SARDH SDSL
145091 SGMS2 SARDH
145092 SMPD3 SARDH
145093 SPHK1 SARDH
145094 SQLE SARDH
145095 ST3GAL6 SARDH
145096 ST6GAL1 SARDH
145097 ST6GAL2 SARDH
145098 ST6GALNAC1 SARDH
145099 ST6GALNAC3 SARDH
145100 ST8SIA1 SARDH
145101 SARDH ST8SIA5
145102 SARDH TAT
145103 TBXAS1 SARDH
145104 SARDH TDO2
145105 SARDH TK1
145106 SARDH TKTL1
145107 TPH1 SARDH
145108 TPO SARDH
145109 SARDH TST
145110 TYMP SARDH
145111 SARDH TYMS
145112 TYRP1 SARDH
145113 SARDH UAP1
145114 UGCG SARDH
145115 SARDH UGT1A1
145116 SARDH UGT1A10
145117 SARDH UGT1A3
145118 SARDH UGT1A4
145119 SARDH UGT1A5
145120 SARDH UGT1A6
145121 SARDH UGT1A7
145122 SARDH UGT1A8
145123 SARDH UGT1A9
145124 SARDH UGT2B17
145125 SARDH UGT2B4
145126 SARDH UGT8
145127 SARDH UPB1
145128 SARDH UPP1
145129 SARDH WBSCR17
145130 SARDH XDH
145131 SDS SDSL
145132 SGMS2 SDS
145133 SMPD3 SDS
145134 SPHK1 SDS
145135 SQLE SDS
145136 ST3GAL6 SDS
145137 ST6GAL1 SDS
145138 ST6GAL2 SDS
145139 ST6GALNAC1 SDS
145140 ST6GALNAC3 SDS
145141 ST8SIA1 SDS
145142 SDS ST8SIA5
145143 SDS TAT
145144 TBXAS1 SDS
145145 SDS TDO2
145146 SDS TK1
145147 SDS TKTL1
145148 TPH1 SDS
145149 TPO SDS
145150 SDS TST
145151 TYMP SDS
145152 SDS TYMS
145153 TYRP1 SDS
145154 SDS UAP1
145155 UGCG SDS
145156 SDS UGT1A1
145157 SDS UGT1A10
145158 SDS UGT1A3
145159 SDS UGT1A4
145160 SDS UGT1A5
145161 SDS UGT1A6
145162 SDS UGT1A7
145163 SDS UGT1A8
145164 SDS UGT1A9
145165 SDS UGT2B17
145166 SDS UGT2B4
145167 SDS UGT8
145168 SDS UPB1
145169 SDS UPP1
145170 SDS WBSCR17
145171 SDS XDH
145172 SGMS2 SDSL
145173 SMPD3 SDSL
145174 SPHK1 SDSL
145175 SQLE SDSL
145176 ST3GAL6 SDSL
145177 ST6GAL1 SDSL
145178 ST6GAL2 SDSL
145179 ST6GALNAC1 SDSL
145180 ST6GALNAC3 SDSL
145181 ST8SIA1 SDSL
145182 SDSL ST8SIA5
145183 SDSL TAT
145184 TBXAS1 SDSL
145185 SDSL TDO2
145186 SDSL TK1
145187 SDSL TKTL1
145188 TPH1 SDSL
145189 TPO SDSL
145190 SDSL TST
145191 TYMP SDSL
145192 SDSL TYMS
145193 TYRP1 SDSL
145194 SDSL UAP1
145195 UGCG SDSL
145196 SDSL UGT1A1
145197 SDSL UGT1A10
145198 SDSL UGT1A3
145199 SDSL UGT1A4
145200 SDSL UGT1A5
145201 SDSL UGT1A6
145202 SDSL UGT1A7
145203 SDSL UGT1A8
145204 SDSL UGT1A9
145205 SDSL UGT2B17
145206 SDSL UGT2B4
145207 SDSL UGT8
145208 SDSL UPB1
145209 SDSL UPP1
145210 SDSL WBSCR17
145211 SDSL XDH
145212 SQLE SGMS2
145213 ST3GAL6 SGMS2
145214 ST6GAL1 SGMS2
145215 ST6GAL2 SGMS2
145216 ST6GALNAC1 SGMS2
145217 ST6GALNAC3 SGMS2
145218 ST8SIA1 SGMS2
145219 SGMS2 ST8SIA5
145220 SGMS2 TAT
145221 SGMS2 TBXAS1
145222 SGMS2 TDO2
145223 SGMS2 TK1
145224 SGMS2 TKTL1
145225 SGMS2 TPH1
145226 SGMS2 TPO
145227 SGMS2 TST
145228 SGMS2 TYMP
145229 SGMS2 TYMS
145230 SGMS2 TYRP1
145231 SGMS2 UAP1
145232 SGMS2 UGT1A1
145233 SGMS2 UGT1A10
145234 SGMS2 UGT1A3
145235 SGMS2 UGT1A4
145236 SGMS2 UGT1A5
145237 SGMS2 UGT1A6
145238 SGMS2 UGT1A7
145239 SGMS2 UGT1A8
145240 SGMS2 UGT1A9
145241 SGMS2 UGT2B17
145242 SGMS2 UGT2B4
145243 SGMS2 UPB1
145244 SGMS2 UPP1
145245 SGMS2 WBSCR17
145246 SGMS2 XDH
145247 SQLE SMPD3
145248 ST3GAL6 SMPD3
145249 ST6GAL1 SMPD3
145250 ST6GAL2 SMPD3
145251 ST6GALNAC1 SMPD3
145252 ST6GALNAC3 SMPD3
145253 ST8SIA1 SMPD3
145254 SMPD3 ST8SIA5
145255 SMPD3 TAT
145256 SMPD3 TBXAS1
145257 SMPD3 TDO2
145258 SMPD3 TK1
145259 SMPD3 TKTL1
145260 SMPD3 TPH1
145261 SMPD3 TPO
145262 SMPD3 TST
145263 SMPD3 TYMP
145264 SMPD3 TYMS
145265 SMPD3 TYRP1
145266 SMPD3 UAP1
145267 SMPD3 UGT1A1
145268 SMPD3 UGT1A10
145269 SMPD3 UGT1A3
145270 SMPD3 UGT1A4
145271 SMPD3 UGT1A5
145272 SMPD3 UGT1A6
145273 SMPD3 UGT1A7
145274 SMPD3 UGT1A8
145275 SMPD3 UGT1A9
145276 SMPD3 UGT2B17
145277 SMPD3 UGT2B4
145278 SMPD3 UPB1
145279 SMPD3 UPP1
145280 SMPD3 WBSCR17
145281 SMPD3 XDH
145282 SQLE SPHK1
145283 ST3GAL6 SPHK1
145284 ST6GAL1 SPHK1
145285 ST6GAL2 SPHK1
145286 ST6GALNAC1 SPHK1
145287 ST6GALNAC3 SPHK1
145288 ST8SIA1 SPHK1
145289 SPHK1 ST8SIA5
145290 SPHK1 TAT
145291 SPHK1 TBXAS1
145292 SPHK1 TDO2
145293 SPHK1 TK1
145294 SPHK1 TKTL1
145295 SPHK1 TPH1
145296 SPHK1 TPO
145297 SPHK1 TST
145298 SPHK1 TYMP
145299 SPHK1 TYMS
145300 SPHK1 TYRP1
145301 SPHK1 UAP1
145302 SPHK1 UGT1A1
145303 SPHK1 UGT1A10
145304 SPHK1 UGT1A3
145305 SPHK1 UGT1A4
145306 SPHK1 UGT1A5
145307 SPHK1 UGT1A6
145308 SPHK1 UGT1A7
145309 SPHK1 UGT1A8
145310 SPHK1 UGT1A9
145311 SPHK1 UGT2B17
145312 SPHK1 UGT2B4
145313 SPHK1 UPB1
145314 SPHK1 UPP1
145315 SPHK1 WBSCR17
145316 SPHK1 XDH
145317 SQLE ST3GAL6
145318 SQLE ST6GAL1
145319 SQLE ST6GAL2
145320 SQLE ST6GALNAC1
145321 SQLE ST6GALNAC3
145322 SQLE ST8SIA1
145323 SQLE ST8SIA5
145324 SQLE TAT
145325 SQLE TBXAS1
145326 SQLE TDO2
145327 SQLE TK1
145328 SQLE TKTL1
145329 SQLE TPH1
145330 SQLE TPO
145331 SQLE TST
145332 SQLE TYMP
145333 SQLE TYMS
145334 SQLE TYRP1
145335 SQLE UAP1
145336 SQLE UGCG
145337 SQLE UGT1A1
145338 SQLE UGT1A10
145339 SQLE UGT1A3
145340 SQLE UGT1A4
145341 SQLE UGT1A5
145342 SQLE UGT1A6
145343 SQLE UGT1A7
145344 SQLE UGT1A8
145345 SQLE UGT1A9
145346 SQLE UGT2B17
145347 SQLE UGT2B4
145348 SQLE UGT8
145349 SQLE UPB1
145350 SQLE UPP1
145351 SQLE WBSCR17
145352 SQLE XDH
145353 ST6GAL1 ST3GAL6
145354 ST6GAL2 ST3GAL6
145355 ST3GAL6 ST6GALNAC1
145356 ST3GAL6 ST6GALNAC3
145357 ST3GAL6 ST8SIA5
145358 ST3GAL6 TAT
145359 ST3GAL6 TBXAS1
145360 ST3GAL6 TDO2
145361 ST3GAL6 TK1
145362 ST3GAL6 TKTL1
145363 ST3GAL6 TPH1
145364 ST3GAL6 TPO
145365 ST3GAL6 TST
145366 ST3GAL6 TYMP
145367 ST3GAL6 TYMS
145368 ST3GAL6 TYRP1
145369 ST3GAL6 UAP1
145370 ST3GAL6 UGCG
145371 ST3GAL6 UGT1A1
145372 ST3GAL6 UGT1A10
145373 ST3GAL6 UGT1A3
145374 ST3GAL6 UGT1A4
145375 ST3GAL6 UGT1A5
145376 ST3GAL6 UGT1A6
145377 ST3GAL6 UGT1A7
145378 ST3GAL6 UGT1A8
145379 ST3GAL6 UGT1A9
145380 ST3GAL6 UGT2B17
145381 ST3GAL6 UGT2B4
145382 ST3GAL6 UGT8
145383 ST3GAL6 UPB1
145384 ST3GAL6 UPP1
145385 ST3GAL6 WBSCR17
145386 ST3GAL6 XDH
145387 ST6GAL1 ST6GALNAC1
145388 ST6GAL1 ST6GALNAC3
145389 ST6GAL1 ST8SIA1
145390 ST6GAL1 ST8SIA5
145391 ST6GAL1 TAT
145392 ST6GAL1 TBXAS1
145393 ST6GAL1 TDO2
145394 ST6GAL1 TK1
145395 ST6GAL1 TKTL1
145396 ST6GAL1 TPH1
145397 ST6GAL1 TPO
145398 ST6GAL1 TST
145399 ST6GAL1 TYMP
145400 ST6GAL1 TYMS
145401 ST6GAL1 TYRP1
145402 ST6GAL1 UAP1
145403 ST6GAL1 UGCG
145404 ST6GAL1 UGT1A1
145405 ST6GAL1 UGT1A10
145406 ST6GAL1 UGT1A3
145407 ST6GAL1 UGT1A4
145408 ST6GAL1 UGT1A5
145409 ST6GAL1 UGT1A6
145410 ST6GAL1 UGT1A7
145411 ST6GAL1 UGT1A8
145412 ST6GAL1 UGT1A9
145413 ST6GAL1 UGT2B17
145414 ST6GAL1 UGT2B4
145415 ST6GAL1 UGT8
145416 ST6GAL1 UPB1
145417 ST6GAL1 UPP1
145418 ST6GAL1 WBSCR17
145419 ST6GAL1 XDH
145420 ST6GAL2 ST6GALNAC1
145421 ST6GAL2 ST6GALNAC3
145422 ST6GAL2 ST8SIA1
145423 ST6GAL2 ST8SIA5
145424 ST6GAL2 TAT
145425 ST6GAL2 TBXAS1
145426 ST6GAL2 TDO2
145427 ST6GAL2 TK1
145428 ST6GAL2 TKTL1
145429 ST6GAL2 TPH1
145430 ST6GAL2 TPO
145431 ST6GAL2 TST
145432 ST6GAL2 TYMP
145433 ST6GAL2 TYMS
145434 ST6GAL2 TYRP1
145435 ST6GAL2 UAP1
145436 ST6GAL2 UGCG
145437 ST6GAL2 UGT1A1
145438 ST6GAL2 UGT1A10
145439 ST6GAL2 UGT1A3
145440 ST6GAL2 UGT1A4
145441 ST6GAL2 UGT1A5
145442 ST6GAL2 UGT1A6
145443 ST6GAL2 UGT1A7
145444 ST6GAL2 UGT1A8
145445 ST6GAL2 UGT1A9
145446 ST6GAL2 UGT2B17
145447 ST6GAL2 UGT2B4
145448 ST6GAL2 UGT8
145449 ST6GAL2 UPB1
145450 ST6GAL2 UPP1
145451 ST6GAL2 WBSCR17
145452 ST6GAL2 XDH
145453 ST6GALNAC3 ST6GALNAC1
145454 ST8SIA1 ST6GALNAC1
145455 ST6GALNAC1 ST8SIA5
145456 ST6GALNAC1 TAT
145457 ST6GALNAC1 TBXAS1
145458 ST6GALNAC1 TDO2
145459 ST6GALNAC1 TK1
145460 ST6GALNAC1 TKTL1
145461 ST6GALNAC1 TPH1
145462 ST6GALNAC1 TPO
145463 ST6GALNAC1 TST
145464 ST6GALNAC1 TYMP
145465 ST6GALNAC1 TYMS
145466 ST6GALNAC1 TYRP1
145467 ST6GALNAC1 UAP1
145468 ST6GALNAC1 UGCG
145469 ST6GALNAC1 UGT1A1
145470 ST6GALNAC1 UGT1A10
145471 ST6GALNAC1 UGT1A3
145472 ST6GALNAC1 UGT1A4
145473 ST6GALNAC1 UGT1A5
145474 ST6GALNAC1 UGT1A6
145475 ST6GALNAC1 UGT1A7
145476 ST6GALNAC1 UGT1A8
145477 ST6GALNAC1 UGT1A9
145478 ST6GALNAC1 UGT2B17
145479 ST6GALNAC1 UGT2B4
145480 ST6GALNAC1 UGT8
145481 ST6GALNAC1 UPB1
145482 ST6GALNAC1 UPP1
145483 ST6GALNAC1 XDH
145484 ST6GALNAC3 TAT
145485 ST6GALNAC3 TBXAS1
145486 ST6GALNAC3 TDO2
145487 ST6GALNAC3 TK1
145488 ST6GALNAC3 TKTL1
145489 ST6GALNAC3 TPH1
145490 ST6GALNAC3 TPO
145491 ST6GALNAC3 TST
145492 ST6GALNAC3 TYMP
145493 ST6GALNAC3 TYMS
145494 ST6GALNAC3 TYRP1
145495 ST6GALNAC3 UAP1
145496 ST6GALNAC3 UGCG
145497 ST6GALNAC3 UGT1A1
145498 ST6GALNAC3 UGT1A10
145499 ST6GALNAC3 UGT1A3
145500 ST6GALNAC3 UGT1A4
145501 ST6GALNAC3 UGT1A5
145502 ST6GALNAC3 UGT1A6
145503 ST6GALNAC3 UGT1A7
145504 ST6GALNAC3 UGT1A8
145505 ST6GALNAC3 UGT1A9
145506 ST6GALNAC3 UGT2B17
145507 ST6GALNAC3 UGT2B4
145508 ST6GALNAC3 UGT8
145509 ST6GALNAC3 UPB1
145510 ST6GALNAC3 UPP1
145511 ST6GALNAC3 WBSCR17
145512 ST6GALNAC3 XDH
145513 ST8SIA1 TAT
145514 ST8SIA1 TBXAS1
145515 ST8SIA1 TDO2
145516 ST8SIA1 TK1
145517 ST8SIA1 TKTL1
145518 ST8SIA1 TPH1
145519 ST8SIA1 TPO
145520 ST8SIA1 TST
145521 ST8SIA1 TYMP
145522 ST8SIA1 TYMS
145523 ST8SIA1 TYRP1
145524 ST8SIA1 UAP1
145525 ST8SIA1 UGCG
145526 ST8SIA1 UGT1A1
145527 ST8SIA1 UGT1A10
145528 ST8SIA1 UGT1A3
145529 ST8SIA1 UGT1A4
145530 ST8SIA1 UGT1A5
145531 ST8SIA1 UGT1A6
145532 ST8SIA1 UGT1A7
145533 ST8SIA1 UGT1A8
145534 ST8SIA1 UGT1A9
145535 ST8SIA1 UGT2B17
145536 ST8SIA1 UGT2B4
145537 ST8SIA1 UGT8
145538 ST8SIA1 UPB1
145539 ST8SIA1 UPP1
145540 ST8SIA1 WBSCR17
145541 ST8SIA1 XDH
145542 ST8SIA5 TAT
145543 TBXAS1 ST8SIA5
145544 ST8SIA5 TDO2
145545 ST8SIA5 TK1
145546 ST8SIA5 TKTL1
145547 TPH1 ST8SIA5
145548 TPO ST8SIA5
145549 ST8SIA5 TST
145550 TYMP ST8SIA5
145551 ST8SIA5 TYMS
145552 TYRP1 ST8SIA5
145553 ST8SIA5 UAP1
145554 UGCG ST8SIA5
145555 ST8SIA5 UGT1A1
145556 ST8SIA5 UGT1A10
145557 ST8SIA5 UGT1A3
145558 ST8SIA5 UGT1A4
145559 ST8SIA5 UGT1A5
145560 ST8SIA5 UGT1A6
145561 ST8SIA5 UGT1A7
145562 ST8SIA5 UGT1A8
145563 ST8SIA5 UGT1A9
145564 ST8SIA5 UGT2B17
145565 ST8SIA5 UGT2B4
145566 ST8SIA5 UGT8
145567 ST8SIA5 UPB1
145568 ST8SIA5 UPP1
145569 ST8SIA5 WBSCR17
145570 ST8SIA5 XDH
145571 TBXAS1 TAT
145572 TAT TDO2
145573 TAT TK1
145574 TAT TKTL1
145575 TPH1 TAT
145576 TPO TAT
145577 TAT TST
145578 TYMP TAT
145579 TAT TYMS
145580 TYRP1 TAT
145581 TAT UAP1
145582 UGCG TAT
145583 TAT UGT1A1
145584 TAT UGT1A10
145585 TAT UGT1A3
145586 TAT UGT1A4
145587 TAT UGT1A5
145588 TAT UGT1A6
145589 TAT UGT1A7
145590 TAT UGT1A8
145591 TAT UGT1A9
145592 TAT UGT2B17
145593 TAT UGT2B4
145594 TAT UGT8
145595 TAT UPB1
145596 TAT UPP1
145597 TAT WBSCR17
145598 TAT XDH
145599 TBXAS1 TDO2
145600 TBXAS1 TK1
145601 TBXAS1 TKTL1
145602 TBXAS1 TPH1
145603 TPO TBXAS1
